batting_team,bowling_team,venue,target,current_score,wickets,overs,run_rate,req_run_rate,result
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,171,143,4,15,9.533333333333333,5.6,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,136,137,0,15,9.133333333333333,-0.2,1
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,186,121,5,15,8.066666666666666,13.0,0
Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,165,118,4,15,7.866666666666666,9.4,0
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",144,129,3,15,8.6,3.0,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,181,142,3,15,9.466666666666667,7.8,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,161,119,5,15,7.933333333333334,8.4,1
Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",190,133,3,15,8.866666666666667,11.4,0
Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,173,123,4,15,8.2,10.0,0
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,175,149,4,15,9.933333333333334,5.2,1
Gujarat Lions,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,196,161,2,15,10.733333333333333,7.0,1
Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,187,136,5,15,9.066666666666666,10.2,0
Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",195,142,4,15,9.466666666666667,10.6,0
Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,155,99,7,15,6.6,11.2,0
Mumbai Indians,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,160,127,2,15,8.466666666666667,6.6,1
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,186,139,4,15,9.266666666666667,9.4,1
Delhi Daredevils,Gujarat Lions,Saurashtra Cricket Association Stadium,150,130,2,15,8.666666666666666,4.0,1
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,165,122,5,15,8.133333333333333,8.6,0
Rising Pune Supergiants,Delhi Daredevils,Feroz Shah Kotla,163,120,2,15,8.0,8.6,1
Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",127,98,4,15,6.533333333333333,5.8,1
Royal Challengers Bangalore,Rising Pune Supergiants,M Chinnaswamy Stadium,192,145,3,15,9.666666666666666,9.4,1
Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",182,138,3,15,9.2,8.8,0
Mumbai Indians,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,178,92,9,15,6.133333333333334,17.2,0
Gujarat Lions,Kolkata Knight Riders,Eden Gardens,159,151,3,15,10.066666666666666,1.6,1
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",176,136,3,15,9.066666666666666,8.0,0
Rising Pune Supergiants,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,138,96,5,15,6.4,8.4,0
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,152,108,4,15,7.2,8.8,1
Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",147,117,3,15,7.8,6.0,1
Kings XI Punjab,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,125,119,3,15,7.933333333333334,1.2,1
Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,249,95,8,15,6.333333333333333,30.8,0
Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",180,139,3,15,9.266666666666667,8.2,1
Delhi Daredevils,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,207,111,7,15,7.4,19.2,0
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,184,144,1,15,9.6,8.0,1
Delhi Daredevils,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,159,117,2,15,7.8,8.4,1
Rising Pune Supergiants,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,173,119,5,15,7.933333333333334,10.8,1
Gujarat Lions,Mumbai Indians,Green Park,173,157,4,15,10.466666666666667,3.2,1
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,172,120,6,15,8.0,10.4,0
Royal Challengers Bangalore,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,139,119,4,15,7.933333333333334,4.0,1
Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,159,126,6,15,8.4,6.6,1
Kolkata Knight Riders,Sunrisers Hyderabad,Feroz Shah Kotla,163,116,5,15,7.733333333333333,9.4,0
Sunrisers Hyderabad,Gujarat Lions,Feroz Shah Kotla,163,118,6,15,7.866666666666666,9.0,1
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,209,162,4,15,10.8,9.4,0
Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",208,151,5,15,10.066666666666666,11.4,0
Rising Pune Supergiant,Mumbai Indians,Maharashtra Cricket Association Stadium,185,148,3,15,9.866666666666667,7.4,1
Kolkata Knight Riders,Gujarat Lions,Saurashtra Cricket Association Stadium,184,184,0,15,12.266666666666667,0.0,1
Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,164,143,4,15,9.533333333333333,4.2,1
Delhi Daredevils,Royal Challengers Bangalore,M.Chinnaswamy Stadium,158,121,6,15,8.066666666666666,7.4,0
Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",136,140,1,15,9.333333333333334,-0.8,1
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,179,119,4,15,7.933333333333334,12.0,1
Rising Pune Supergiant,Delhi Daredevils,Maharashtra Cricket Association Stadium,206,108,9,15,7.2,19.6,0
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,159,134,4,15,8.933333333333334,5.0,1
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,171,164,2,15,10.933333333333334,1.4,1
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,143,110,5,15,7.333333333333333,6.6,1
Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,172,146,3,15,9.733333333333333,5.2,1
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,173,116,5,15,7.733333333333333,11.4,0
Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,189,112,6,15,7.466666666666667,15.4,0
Mumbai Indians,Gujarat Lions,Wankhede Stadium,177,141,3,15,9.4,7.2,1
Royal Challengers Bangalore,Rising Pune Supergiant,M Chinnaswamy Stadium,162,102,5,15,6.8,12.0,0
Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,169,141,4,15,9.4,5.6,1
Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",160,125,6,15,8.333333333333334,7.0,0
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,214,146,5,15,9.733333333333333,13.6,0
Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",192,135,4,15,9.0,11.4,0
Mumbai Indians,Kings XI Punjab,Holkar Cricket Stadium,199,199,2,15,13.266666666666667,0.0,1
Gujarat Lions,Kolkata Knight Riders,Eden Gardens,188,155,5,15,10.333333333333334,6.6,1
Delhi Daredevils,Mumbai Indians,Wankhede Stadium,143,97,6,15,6.466666666666667,9.2,0
Rising Pune Supergiant,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,177,121,3,15,8.066666666666666,11.2,1
Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,189,128,6,15,8.533333333333333,12.2,0
Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,161,122,4,15,8.133333333333333,7.8,0
Kolkata Knight Riders,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,183,173,1,15,11.533333333333333,2.0,1
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,161,156,3,15,10.4,1.0,1
Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",208,146,6,15,9.733333333333333,12.4,0
Royal Challengers Bangalore,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,158,74,7,15,4.933333333333334,16.8,0
Mumbai Indians,Gujarat Lions,Saurashtra Cricket Association Stadium,154,123,4,15,8.2,6.2,1
Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",210,130,5,15,8.666666666666666,16.0,0
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,163,125,5,15,8.333333333333334,7.6,1
Rising Pune Supergiant,Gujarat Lions,Maharashtra Cricket Association Stadium,162,118,4,15,7.866666666666666,8.8,1
Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,186,148,4,15,9.866666666666667,7.6,1
Rising Pune Supergiant,Kolkata Knight Riders,Eden Gardens,156,139,4,15,9.266666666666667,3.4,1
Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,209,189,3,15,12.6,4.0,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,139,106,7,15,7.066666666666666,6.6,0
Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",149,108,4,15,7.2,8.2,0
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,159,159,4,15,10.6,0.0,1
Gujarat Lions,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",190,158,2,15,10.533333333333333,6.4,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",139,121,3,15,8.066666666666666,3.6,1
Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",168,124,3,15,8.266666666666667,8.8,0
Delhi Daredevils,Gujarat Lions,Green Park,196,152,6,15,10.133333333333333,8.8,1
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,231,175,4,15,11.666666666666666,11.2,0
Rising Pune Supergiant,Delhi Daredevils,Feroz Shah Kotla,169,126,4,15,8.4,8.6,0
Sunrisers Hyderabad,Gujarat Lions,Green Park,155,135,2,15,9.0,4.0,1
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,174,135,6,15,9.0,7.8,0
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,162,113,6,15,7.533333333333333,9.8,0
Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,163,107,7,15,7.133333333333334,11.2,0
Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,108,111,4,15,7.4,-0.6,1
Rising Pune Supergiant,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",130,97,2,15,6.466666666666667,6.6,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,166,115,7,15,7.666666666666667,10.2,1
Kings XI Punjab,Delhi Daredevils,Punjab Cricket Association IS Bindra Stadium,167,141,4,15,9.4,5.2,1
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,177,147,5,15,9.8,6.0,1
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,126,127,1,15,8.466666666666667,-0.2,1
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,203,152,3,15,10.133333333333333,10.2,1
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,148,124,5,15,8.266666666666667,4.8,1
Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,156,115,4,15,7.666666666666667,8.2,1
Delhi Daredevils,Mumbai Indians,Wankhede Stadium,195,160,3,15,10.666666666666666,7.0,1
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,139,114,4,15,7.6,5.0,1
Royal Challengers Bangalore,Rajasthan Royals,M.Chinnaswamy Stadium,218,140,5,15,9.333333333333334,15.6,0
Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,198,131,4,15,8.733333333333333,13.4,0
Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,201,129,10,15,8.6,14.4,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,214,121,6,15,8.066666666666666,18.6,0
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,161,126,3,15,8.4,7.0,1
Sunrisers Hyderabad,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,194,130,4,15,8.666666666666666,12.8,0
Rajasthan Royals,Chennai Super Kings,Maharashtra Cricket Association Stadium,205,121,8,15,8.066666666666666,16.8,0
Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,175,149,4,15,9.933333333333334,5.2,1
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,183,131,4,15,8.733333333333333,10.4,0
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,168,124,3,15,8.266666666666667,8.8,1
Delhi Daredevils,Kings XI Punjab,Arun Jaitley Stadium,144,101,5,15,6.733333333333333,8.6,0
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,119,80,8,15,5.333333333333333,7.8,0
Chennai Super Kings,Royal Challengers Bangalore,M.Chinnaswamy Stadium,206,151,4,15,10.066666666666666,11.0,1
Kings XI Punjab,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,133,97,7,15,6.466666666666667,7.2,0
Kolkata Knight Riders,Delhi Daredevils,Arun Jaitley Stadium,220,141,7,15,9.4,15.8,0
Mumbai Indians,Chennai Super Kings,Maharashtra Cricket Association Stadium,170,128,1,15,8.533333333333333,8.4,1
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,152,109,4,15,7.266666666666667,8.6,0
Kolkata Knight Riders,Royal Challengers Bangalore,M.Chinnaswamy Stadium,176,133,2,15,8.866666666666667,8.6,1
Delhi Daredevils,Chennai Super Kings,Maharashtra Cricket Association Stadium,212,146,4,15,9.733333333333333,13.2,0
Mumbai Indians,Royal Challengers Bangalore,M.Chinnaswamy Stadium,168,123,5,15,8.2,9.0,0
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,178,155,4,15,10.333333333333334,4.6,1
Mumbai Indians,Kings XI Punjab,Holkar Cricket Stadium,175,125,4,15,8.333333333333334,10.0,1
Chennai Super Kings,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,128,100,4,15,6.666666666666667,5.6,1
Sunrisers Hyderabad,Delhi Daredevils,Rajiv Gandhi International Stadium,164,125,2,15,8.333333333333334,7.8,1
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,182,128,4,15,8.533333333333333,10.8,0
Kings XI Punjab,Rajasthan Royals,Holkar Cricket Stadium,153,110,4,15,7.333333333333333,8.6,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,147,108,5,15,7.2,7.8,0
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,159,98,6,15,6.533333333333333,12.2,0
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,211,103,8,15,6.866666666666666,21.6,0
Sunrisers Hyderabad,Delhi Daredevils,Arun Jaitley Stadium,188,164,1,15,10.933333333333334,4.8,1
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,177,131,4,15,8.733333333333333,9.2,1
Kings XI Punjab,Kolkata Knight Riders,Holkar Cricket Stadium,246,170,6,15,11.333333333333334,15.2,0
Royal Challengers Bangalore,Delhi Daredevils,Arun Jaitley Stadium,182,153,3,15,10.2,5.8,1
Chennai Super Kings,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,180,157,2,15,10.466666666666667,4.6,1
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,169,144,2,15,9.6,5.0,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,143,119,4,15,7.933333333333334,4.8,1
Kings XI Punjab,Mumbai Indians,Wankhede Stadium,187,145,1,15,9.666666666666666,8.4,0
Sunrisers Hyderabad,Royal Challengers Bangalore,M.Chinnaswamy Stadium,219,164,2,15,10.933333333333334,11.0,0
Chennai Super Kings,Delhi Daredevils,Arun Jaitley Stadium,163,105,4,15,7.0,11.6,0
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,165,113,8,15,7.533333333333333,10.4,0
Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,173,147,2,15,9.8,5.2,1
Mumbai Indians,Delhi Daredevils,Arun Jaitley Stadium,175,126,7,15,8.4,9.8,0
Chennai Super Kings,Kings XI Punjab,Maharashtra Cricket Association Stadium,154,114,4,15,7.6,8.0,1
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,140,93,7,15,6.2,9.4,1
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,170,119,2,15,7.933333333333334,10.2,0
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,175,132,6,15,8.8,8.6,0
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,179,154,2,15,10.266666666666667,5.0,1
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,71,68,3,15,4.533333333333333,0.6,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,182,123,4,15,8.2,11.8,1
Mumbai Indians,Delhi Capitals,Wankhede Stadium,214,150,6,15,10.0,12.8,0
Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,185,146,2,15,9.733333333333333,7.8,0
Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,148,125,3,15,8.333333333333334,4.6,1
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,219,137,4,15,9.133333333333333,16.4,0
Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,188,147,3,15,9.8,8.2,0
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,199,169,5,15,11.266666666666667,6.0,1
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,177,152,2,15,10.133333333333333,5.0,1
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,186,152,2,15,10.133333333333333,6.8,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,232,95,7,15,6.333333333333333,27.4,0
Rajasthan Royals,Chennai Super Kings,MA Chidambaram Stadium,176,120,5,15,8.0,11.2,0
Delhi Capitals,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,167,137,3,15,9.133333333333333,6.0,0
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,159,125,2,15,8.333333333333334,6.8,1
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,171,105,5,15,7.0,13.2,0
Sunrisers Hyderabad,Delhi Capitals,Arun Jaitley Stadium,130,111,5,15,7.4,3.8,1
Kolkata Knight Riders,Royal Challengers Bangalore,M.Chinnaswamy Stadium,206,140,4,15,9.333333333333334,13.2,1
Kings XI Punjab,Chennai Super Kings,MA Chidambaram Stadium,161,110,2,15,7.333333333333333,10.2,0
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,137,89,7,15,5.933333333333334,9.6,0
Delhi Capitals,Royal Challengers Bangalore,M.Chinnaswamy Stadium,150,131,3,15,8.733333333333333,3.8,1
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,151,119,1,15,7.933333333333334,6.4,1
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,109,93,3,15,6.2,3.2,1
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,198,144,6,15,9.6,10.8,1
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,152,106,4,15,7.066666666666666,9.2,1
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,179,148,2,15,9.866666666666667,6.2,1
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,188,168,2,15,11.2,4.0,1
Royal Challengers Bangalore,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,174,130,2,15,8.666666666666666,8.8,1
Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,162,121,5,15,8.066666666666666,8.2,1
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,156,104,3,15,6.933333333333334,10.4,0
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,172,131,4,15,8.733333333333333,8.2,1
Rajasthan Royals,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,183,127,3,15,8.466666666666667,11.2,0
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,133,124,3,15,8.266666666666667,1.8,1
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,169,96,5,15,6.4,14.6,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,214,138,4,15,9.2,15.2,0
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,162,137,3,15,9.133333333333333,5.0,1
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,164,136,3,15,9.066666666666666,5.6,1
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,160,161,1,15,10.733333333333333,-0.2,1
Chennai Super Kings,Royal Challengers Bangalore,M.Chinnaswamy Stadium,162,105,5,15,7.0,11.4,0
Delhi Capitals,Rajasthan Royals,Sawai Mansingh Stadium,192,151,2,15,10.066666666666666,8.2,1
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,176,150,2,15,10.0,5.2,1
Kings XI Punjab,Royal Challengers Bangalore,M.Chinnaswamy Stadium,203,156,3,15,10.4,9.4,0
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,176,130,6,15,8.666666666666666,9.2,1
Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,156,99,7,15,6.6,11.4,0
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,161,137,2,15,9.133333333333333,4.8,1
Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,188,136,5,15,9.066666666666666,10.4,0
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,233,160,5,15,10.666666666666666,14.6,0
Kings XI Punjab,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,213,135,5,15,9.0,15.6,0
Delhi Capitals,Chennai Super Kings,MA Chidambaram Stadium,180,99,9,15,6.6,16.2,0
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,163,115,5,15,7.666666666666667,9.6,0
Kolkata Knight Riders,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,184,157,3,15,10.466666666666667,5.4,1
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,116,115,5,15,7.666666666666667,0.2,1
Royal Challengers Bangalore,Sunrisers Hyderabad,M.Chinnaswamy Stadium,176,146,3,15,9.733333333333333,6.0,1
Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,171,163,3,15,10.866666666666667,1.6,1
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,134,128,1,15,8.533333333333333,1.2,1
Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,132,116,4,15,7.733333333333333,3.2,1
Delhi Capitals,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,163,121,5,15,8.066666666666666,8.4,1
Chennai Super Kings,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,148,127,3,15,8.466666666666667,4.2,1
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,150,108,4,15,7.2,8.4,0
Chennai Super Kings,Mumbai Indians,Sheikh Zayed Stadium,163,121,3,15,8.066666666666666,8.4,1
Kings XI Punjab,Delhi Capitals,Dubai International Cricket Stadium,158,105,6,15,7.0,10.6,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Dubai International Cricket Stadium,164,127,4,15,8.466666666666667,7.4,0
Chennai Super Kings,Rajasthan Royals,Sharjah Cricket Stadium,217,138,5,15,9.2,15.8,0
Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,196,102,6,15,6.8,18.8,0
Royal Challengers Bangalore,Kings XI Punjab,Dubai International Cricket Stadium,207,102,8,15,6.8,21.0,0
Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,176,101,4,15,6.733333333333333,15.0,0
Kolkata Knight Riders,Sunrisers Hyderabad,Sheikh Zayed Stadium,143,120,3,15,8.0,4.6,1
Rajasthan Royals,Kings XI Punjab,Sharjah Cricket Stadium,224,161,2,15,10.733333333333333,12.6,1
Mumbai Indians,Royal Challengers Bangalore,Dubai International Cricket Stadium,202,122,4,15,8.133333333333333,16.0,0
Delhi Capitals,Sunrisers Hyderabad,Sheikh Zayed Stadium,163,114,4,15,7.6,9.8,0
Rajasthan Royals,Kolkata Knight Riders,Dubai International Cricket Stadium,175,97,8,15,6.466666666666667,15.6,0
Kings XI Punjab,Mumbai Indians,Sheikh Zayed Stadium,192,112,6,15,7.466666666666667,16.0,0
Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,165,87,4,15,5.8,15.6,0
Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,155,124,2,15,8.266666666666667,6.2,1
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,229,151,6,15,10.066666666666666,15.6,0
Chennai Super Kings,Kings XI Punjab,Dubai International Cricket Stadium,179,156,0,15,10.4,4.6,1
Sunrisers Hyderabad,Mumbai Indians,Sharjah Cricket Stadium,209,144,5,15,9.6,13.0,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,197,115,6,15,7.666666666666667,16.4,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,194,115,8,15,7.666666666666667,15.8,0
Chennai Super Kings,Kolkata Knight Riders,Sheikh Zayed Stadium,168,124,3,15,8.266666666666667,8.8,0
Kings XI Punjab,Sunrisers Hyderabad,Dubai International Cricket Stadium,202,131,8,15,8.733333333333333,14.2,0
Rajasthan Royals,Delhi Capitals,Sharjah Cricket Stadium,185,107,7,15,7.133333333333334,15.6,0
Kings XI Punjab,Kolkata Knight Riders,Sheikh Zayed Stadium,165,136,1,15,9.066666666666666,5.8,0
Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,170,106,4,15,7.066666666666666,12.8,0
Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,159,105,5,15,7.0,10.8,1
Mumbai Indians,Delhi Capitals,Sheikh Zayed Stadium,163,137,4,15,9.133333333333333,5.2,1
Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah Cricket Stadium,195,95,7,15,6.333333333333333,20.0,0
Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,168,109,4,15,7.266666666666667,11.8,0
Rajasthan Royals,Delhi Capitals,Dubai International Cricket Stadium,162,125,5,15,8.333333333333334,7.4,0
Kings XI Punjab,Royal Challengers Bangalore,Sharjah Cricket Stadium,172,146,1,15,9.733333333333333,5.2,1
Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,149,141,2,15,9.4,1.6,1
Delhi Capitals,Chennai Super Kings,Sharjah Cricket Stadium,180,139,4,15,9.266666666666667,8.2,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,178,124,3,15,8.266666666666667,10.8,1
